id,question,choices,explanation,answer,document,questions_en
555,Giảm 28 đi 4 lần ta được:,"['A. 5', 'B. 6', 'C. 7', 'D. 8']",,C. 7,"Câu hỏi: Giảm 28 đi 4 lần ta được:. Các phương án: ['A. 5', 'B. 6', 'C. 7', 'D. 8']. Giải thích: nan. Đáp án: C. 7","en: So, let's say we're taking 28 and we're taking it 4 times."
556,Giảm 36cm đi 4 lần được:,"['A. 6cm', 'B. 8cm', 'C. 9cm', 'D. 7cm']",,C. 9cm,"Câu hỏi: Giảm 36cm đi 4 lần được:. Các phương án: ['A. 6cm', 'B. 8cm', 'C. 9cm', 'D. 7cm']. Giải thích: nan. Đáp án: C. 9cm",en: 4 times as much as 36 centimeters.
557,Giảm 408 đi 4 lần ta được:,"['A. 102', 'B. 404', 'C. 201', 'D. 412']",,A. 102,"Câu hỏi: Giảm 408 đi 4 lần ta được:. Các phương án: ['A. 102', 'B. 404', 'C. 201', 'D. 412']. Giải thích: nan. Đáp án: A. 102",en: Reduce 408 by four times.
558,Giảm 84 đi 4 lần ta được:,"['A. 80', 'B. 41', 'C. 21', 'D. 20']",Giảm 84 đi 4 lần ta được: 84 : 4 = 21,C. 21,"Câu hỏi: Giảm 84 đi 4 lần ta được:. Các phương án: ['A. 80', 'B. 41', 'C. 21', 'D. 20']. Giải thích: Giảm 84 đi 4 lần ta được: 84 : 4 = 21. Đáp án: C. 21","en: So, 84 goes down four times, so we get 84."
559,Giảm 86 đi 2 lần ta được:,"['A. 43', 'B. 84', 'C. 34', 'D. 88']",Giảm 86 đi 2 lần ta được: 86 : 2 = 43,A. 43,"Câu hỏi: Giảm 86 đi 2 lần ta được:. Các phương án: ['A. 43', 'B. 84', 'C. 34', 'D. 88']. Giải thích: Giảm 86 đi 2 lần ta được: 86 : 2 = 43. Đáp án: A. 43","en: So, let's see, let's take away 86, let's take away 86 twice, and we get 86."
56,“2 giờ 30 phút = …..phút”. Số thích hợp cần điền vào chỗ chấm là:,"['A. 2,5', 'B. 15,5', 'C. 150', 'D. 230']",2 giờ 30 phút = 150 phút,C. 150,"Câu hỏi: “2 giờ 30 phút = …..phút”. Số thích hợp cần điền vào chỗ chấm là:. Các phương án: ['A. 2,5', 'B. 15,5', 'C. 150', 'D. 230']. Giải thích: 2 giờ 30 phút = 150 phút. Đáp án: C. 150",en: The appropriate number to fill in the grid is:
560,"Hà cần một chiếc hộp để đựng 4 cái bánh hình tròn có bán kính là 4 cm. Hà tìm được một cửa hàng bán loại hộp giấy hình vuông có các kích cỡ (độ đài của cạnh hộp) là 80 mm, 100 mm, 140 mm, 160 mm. Để đựng vừa số bánh trên, Hà nên chọn mua chiếc hộp cạnh dài là:","['A. 80 mm', 'B. 100 mm', 'C. 140 mm', 'D. 160 mm']",,D. 160 mm,"Câu hỏi: Hà cần một chiếc hộp để đựng 4 cái bánh hình tròn có bán kính là 4 cm. Hà tìm được một cửa hàng bán loại hộp giấy hình vuông có các kích cỡ (độ đài của cạnh hộp) là 80 mm, 100 mm, 140 mm, 160 mm. Để đựng vừa số bánh trên, Hà nên chọn mua chiếc hộp cạnh dài là:. Các phương án: ['A. 80 mm', 'B. 100 mm', 'C. 140 mm', 'D. 160 mm']. Giải thích: nan. Đáp án: D. 160 mm","en: He built four circular cakes of 4 cm in radius with all four studs in a row. He found a shop that sold square paper tacks with sizes (the base of the tacks) of 80 mm, 100 mm, 140 mm, and 160 mm. To fit the four tails, he chose the tails with the long sides:"
561,"Hà có 16 bông hoa, số bông hoa của Hoa gấp 4 lần số bông hoa của Hà. Hoa có số bông hoa là:","['A. 60 bông hoa', 'B. 42 bông hoa', 'C. 36 bông hoa', 'D. 64 bông hoa']",,D. 64 bông hoa,"Câu hỏi: Hà có 16 bông hoa, số bông hoa của Hoa gấp 4 lần số bông hoa của Hà. Hoa có số bông hoa là:. Các phương án: ['A. 60 bông hoa', 'B. 42 bông hoa', 'C. 36 bông hoa', 'D. 64 bông hoa']. Giải thích: nan. Đáp án: D. 64 bông hoa","en: The Ha has 16 flowers, the number of flowers of the flower is four times that of the Ha."
562,"Hà đi học lúc 13 giờ, lúc đó thuộc buổi nào?","['A. Sáng', 'B. Trưa', 'C. Tối', 'D. Chiều']",,D. Chiều,"Câu hỏi: Hà đi học lúc 13 giờ, lúc đó thuộc buổi nào?. Các phương án: ['A. Sáng', 'B. Trưa', 'C. Tối', 'D. Chiều']. Giải thích: nan. Đáp án: D. Chiều","en: She went to school at 13: 00, which time was it?"
563,Hà được mẹ cho hai tờ 10000 đồng để mua bút. Hà đã mua hết 15000 đồng. Số tiền còn lại của Hà là:,"['A. 3000 đồng', 'B. 5000 đồng', 'C. 6000 đồng', 'D. 15000 đồng']",,B. 5000 đồng,"Câu hỏi: Hà được mẹ cho hai tờ 10000 đồng để mua bút. Hà đã mua hết 15000 đồng. Số tiền còn lại của Hà là:. Các phương án: ['A. 3000 đồng', 'B. 5000 đồng', 'C. 6000 đồng', 'D. 15000 đồng']. Giải thích: nan. Đáp án: B. 5000 đồng",en: Ha was given two VND10000 bills by her mother to buy pens. Ha bought out VND15000. Ha's remaining amount was:
564,Hà giúp mẹ dán hoa giấy lên 25 hộp quà có dạng khối lập phương. Mỗi mặt của hộp quà Hà dán một bông hoa giấy. Hỏi Hà cần chuẩn bị bao nhiêu bông hoa giấy để đủ dán cho số hộp quà đó?,"['A. 126 bông hoa', 'B. 120 bông hoa', 'C. 150 bông hoa', 'D. 100 bông hoa']",,C. 150 bông hoa,"Câu hỏi: Hà giúp mẹ dán hoa giấy lên 25 hộp quà có dạng khối lập phương. Mỗi mặt của hộp quà Hà dán một bông hoa giấy. Hỏi Hà cần chuẩn bị bao nhiêu bông hoa giấy để đủ dán cho số hộp quà đó?. Các phương án: ['A. 126 bông hoa', 'B. 120 bông hoa', 'C. 150 bông hoa', 'D. 100 bông hoa']. Giải thích: nan. Đáp án: C. 150 bông hoa",en: She helped her mother glue paper flowers to 25 different kinds of gifts. She glued every paper flower on each of the gifts. How many paper flowers did she need to glue for the gifts?
565,"Hà hái được nhiều hoa hơn My. Sau khi hái thêm 12 bông thì My lại có nhiều hơn Hà 5 bông hoa. Lúc đầu, Hà hái được nhiều hơn My là:","['A. 8 bông hoa', 'B. 7 bông hoa', 'C. 17 bông hoa', 'D. 10 bông hoa']","Lúc đầu, Hà hái được nhiều hơn My là: 12 – 5 = 7 (bông hoa)",B. 7 bông hoa,"Câu hỏi: Hà hái được nhiều hoa hơn My. Sau khi hái thêm 12 bông thì My lại có nhiều hơn Hà 5 bông hoa. Lúc đầu, Hà hái được nhiều hơn My là:. Các phương án: ['A. 8 bông hoa', 'B. 7 bông hoa', 'C. 17 bông hoa', 'D. 10 bông hoa']. Giải thích: Lúc đầu, Hà hái được nhiều hơn My là: 12 – 5 = 7 (bông hoa). Đáp án: B. 7 bông hoa","en: He collected more flowers than My. After 12 more flowers My had 5 more flowers than He. At first, He collected more flowers than My was:"
566,Hà mua 3 quyển vở và đưa cô bán hàng tờ 50 000 đồng. Cô bán hàng trả lại Hà 14 000 đồng. Vậy mỗi quyển vở có giá là:,"['A. 12 000 đồng', 'B. 14 000 đồng', 'C. 13 000 đồng', 'D. 11 000 đồng']","Hà mua 3 quyển vở hết số tiền là: 50 000 – 14 000 = 36 000 (đồng)
 Mỗi quyển vở có giá là: 36 000 : 3 = 12 000 (đồng)",A. 12 000 đồng,"Câu hỏi: Hà mua 3 quyển vở và đưa cô bán hàng tờ 50 000 đồng. Cô bán hàng trả lại Hà 14 000 đồng. Vậy mỗi quyển vở có giá là:. Các phương án: ['A. 12 000 đồng', 'B. 14 000 đồng', 'C. 13 000 đồng', 'D. 11 000 đồng']. Giải thích: Hà mua 3 quyển vở hết số tiền là: 50 000 – 14 000 = 36 000 (đồng)
 Mỗi quyển vở có giá là: 36 000 : 3 = 12 000 (đồng). Đáp án: A. 12 000 đồng","en: Ha buys three pieces of the piece and gives the saleswoman $50,000. The saleswoman returns $14,000. Each piece is worth:"
567,"Hà mua 5 quyển vở, mỗi quyển giá 12 000 đồng. Hà đưa cô bán hàng 3 tờ tiền giống nhau thì vừa đủ. Vậy 3 tờ tiền Hà đưa cô bán hàng có mệnh giá là:","['A. 2 000 đồng', 'B. 5 000 đồng', 'C. 10 000 đồng', 'D. 20 000 đồng']","5 quyển vở có giá là:12 000 ${\times}$ 5 = 60 000 (đồng)
 3 tờ tiền Hà đưa cô bán hàng có mệnh giá là: 
 60 000 : 3 = 20 000 (đồng)
 Đáp số: 20 000 đồng.",D. 20 000 đồng,"Câu hỏi: Hà mua 5 quyển vở, mỗi quyển giá 12 000 đồng. Hà đưa cô bán hàng 3 tờ tiền giống nhau thì vừa đủ. Vậy 3 tờ tiền Hà đưa cô bán hàng có mệnh giá là:. Các phương án: ['A. 2 000 đồng', 'B. 5 000 đồng', 'C. 10 000 đồng', 'D. 20 000 đồng']. Giải thích: 5 quyển vở có giá là:12 000 ${\times}$ 5 = 60 000 (đồng)
 3 tờ tiền Hà đưa cô bán hàng có mệnh giá là: 
 60 000 : 3 = 20 000 (đồng)
 Đáp số: 20 000 đồng.. Đáp án: D. 20 000 đồng","en: He bought five copies of the book for 12,000 VND each. He gave the saleswoman three identical bills that were enough. He gave the saleswoman three bills for the following prices:"
568,Hà muốn bắt chuyến xe buýt lúc 8 giờ rưỡi nhưng lại đến muộn 9 phút. Vậy Hà đã đến trạm xe buýt lúc:,"['A. 9 giờ kém 21 phút', 'B. 9 giờ 39 phút', 'C. 8 giờ kém 21 phút', 'D. 9 giờ 21 phút']","Đổi 8 giờ rưỡi = 8 giờ 30 phút
 Hà đến trạm xe buýt lúc: 8 giờ 30 phút + 9 phút = 8 giờ 39 phút 
 Đổi 8 giờ 39 phút = 9 giờ kém 21 phút",A. 9 giờ kém 21 phút,"Câu hỏi: Hà muốn bắt chuyến xe buýt lúc 8 giờ rưỡi nhưng lại đến muộn 9 phút. Vậy Hà đã đến trạm xe buýt lúc:. Các phương án: ['A. 9 giờ kém 21 phút', 'B. 9 giờ 39 phút', 'C. 8 giờ kém 21 phút', 'D. 9 giờ 21 phút']. Giải thích: Đổi 8 giờ rưỡi = 8 giờ 30 phút
 Hà đến trạm xe buýt lúc: 8 giờ 30 phút + 9 phút = 8 giờ 39 phút 
 Đổi 8 giờ 39 phút = 9 giờ kém 21 phút. Đáp án: A. 9 giờ kém 21 phút",en: He wanted to catch the bus at 8: 30 but it was 9 minutes late. He reached the bus stop at: 10: 00 p. m.
569,"Hà, Lan, Dũng và Minh cùng đi hái cam trong vườn. Hà hái được nhiều cam hơn Lan nhưng lại ít hơn Dũng. Minh hái được ít cam hơn Lan. Bạn hái được nhiều cam nhất là:","['A. Hà', 'B. Lan', 'C. Dũng', 'D. Minh']",,C. Dũng,"Câu hỏi: Hà, Lan, Dũng và Minh cùng đi hái cam trong vườn. Hà hái được nhiều cam hơn Lan nhưng lại ít hơn Dũng. Minh hái được ít cam hơn Lan. Bạn hái được nhiều cam nhất là:. Các phương án: ['A. Hà', 'B. Lan', 'C. Dũng', 'D. Minh']. Giải thích: nan. Đáp án: C. Dũng","en: Ha, Lan, Dung and Minh picked oranges in the garden. Ha picked more oranges than Lan but less than Dung. Minh picked fewer oranges than Lan. The most oranges you can find are:"
57,“2 giờ 6 phút = ……..giờ”. Số thích hợp cần điền vào chỗ chấm là:,"['A. 126', 'B. 2,1', 'C. 2,6', 'D. 2,06']","2 giờ 6 phút = 2 giờ + giờ = 2,1 giờ. Số thích hợp cần điền vào chỗ chấm là: 2,1.","B. 2,1","Câu hỏi: “2 giờ 6 phút = ……..giờ”. Số thích hợp cần điền vào chỗ chấm là:. Các phương án: ['A. 126', 'B. 2,1', 'C. 2,6', 'D. 2,06']. Giải thích: 2 giờ 6 phút = 2 giờ + giờ = 2,1 giờ. Số thích hợp cần điền vào chỗ chấm là: 2,1.. Đáp án: B. 2,1",en: The appropriate number to fill in the grid is:
570,"Hai anh em Sơn và Hà giúp bố mẹ thu hoạch xoài. Hà hái được 12 kg xoài, anh Sơn hái được gấp 3 lần Hà. Vậy cả hai anh em hái được:","['A. 15 kg xoài', 'B. 48 kg xoài', 'C. 36 kg xoài', 'D. 21 kg xoài']",,B. 48 kg xoài,"Câu hỏi: Hai anh em Sơn và Hà giúp bố mẹ thu hoạch xoài. Hà hái được 12 kg xoài, anh Sơn hái được gấp 3 lần Hà. Vậy cả hai anh em hái được:. Các phương án: ['A. 15 kg xoài', 'B. 48 kg xoài', 'C. 36 kg xoài', 'D. 21 kg xoài']. Giải thích: nan. Đáp án: B. 48 kg xoài","en: Son and Ha helped their parents harvest mangoes. Ha collected 12 kg of mango, Son collected 3 times as much of Ha. Both brothers collected:"
571,"Hai ca nô khởi hành cùng một lúc, đi ngược chiều nhau trên quãng đường sông dài 175km với vận tốc 24km/h và 26km/h. Hỏi sau bao nhiêu thời gian kể từ lúc khởi hành đến lúc hai ca nô gặp nhau?","['A. 3 giờ', 'B. 3,5 giờ', 'C. 3,75 giờ', 'D. 3,25 giờ']",,"B. 3,5 giờ","Câu hỏi: Hai ca nô khởi hành cùng một lúc, đi ngược chiều nhau trên quãng đường sông dài 175km với vận tốc 24km/h và 26km/h. Hỏi sau bao nhiêu thời gian kể từ lúc khởi hành đến lúc hai ca nô gặp nhau?. Các phương án: ['A. 3 giờ', 'B. 3,5 giờ', 'C. 3,75 giờ', 'D. 3,25 giờ']. Giải thích: nan. Đáp án: B. 3,5 giờ","en: Two canoes departed simultaneously, traveling in opposite directions over a 175 km (175 km) stretch of river at 24 km/h and 26 km/h. How much time was it after the two canoes met?"
572,Hai chị em Lan và Hương cùng đi giúp mẹ hái hoa trong vườn. Chị Lan hái được 8 bông hoa. Em Hương hái được 1 chục bông hoa. Cả hai chị em hái được tất cả số bông hoa là:,"['A. 10 bông hoa', 'B. 9 bông hoa', 'C. 8 bông hoa', 'D. 18 bông hoa']",,D. 18 bông hoa,"Câu hỏi: Hai chị em Lan và Hương cùng đi giúp mẹ hái hoa trong vườn. Chị Lan hái được 8 bông hoa. Em Hương hái được 1 chục bông hoa. Cả hai chị em hái được tất cả số bông hoa là:. Các phương án: ['A. 10 bông hoa', 'B. 9 bông hoa', 'C. 8 bông hoa', 'D. 18 bông hoa']. Giải thích: nan. Đáp án: D. 18 bông hoa","en: The two sisters, Lan and Huong, went to help their mother pick flowers in the garden. Lan picked eight flowers. Huong picked ten flowers. They both picked all the flowers."
573,Hai đường chéo của hình thoi có đặc điểm:,"['A. bằng nhau', 'B. vuông góc', 'C. bằng nhau và vuông góc', 'D. không có đặc điểm']",,B. vuông góc,"Câu hỏi: Hai đường chéo của hình thoi có đặc điểm:. Các phương án: ['A. bằng nhau', 'B. vuông góc', 'C. bằng nhau và vuông góc', 'D. không có đặc điểm']. Giải thích: nan. Đáp án: B. vuông góc",en: The two diagonal lines of the rhombus have the following characteristics:
574,Hai đường thẳng song song với nhau thì……,"['A. cắt nhau', 'B. có thể cắt nhau', 'C. không bao giờ cắt nhau', 'D. vuông góc']",,C. không bao giờ cắt nhau,"Câu hỏi: Hai đường thẳng song song với nhau thì……. Các phương án: ['A. cắt nhau', 'B. có thể cắt nhau', 'C. không bao giờ cắt nhau', 'D. vuông góc']. Giải thích: nan. Đáp án: C. không bao giờ cắt nhau","en: Two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two parallel lines, two"
575,Hai đường thẳng vuông góc với nhau thì tạo thành mấy góc vuông có chung đỉnh?,"['A. 3 góc vuông', 'B. 4 góc vuông', 'C. 5 góc vuông', 'D. 6 góc vuông']",,B. 4 góc vuông,"Câu hỏi: Hai đường thẳng vuông góc với nhau thì tạo thành mấy góc vuông có chung đỉnh?. Các phương án: ['A. 3 góc vuông', 'B. 4 góc vuông', 'C. 5 góc vuông', 'D. 6 góc vuông']. Giải thích: nan. Đáp án: B. 4 góc vuông",en: How many perpendicular lines that are two lines perpendicular to each other form two perpendicular lines that form two right angles that share the same vertex?
576,"Hai mươi bốn đơn vị, một phần mười, tám phần trăm được viết là:","['A. 2,4108', 'B. 2410,8', 'C. 241,8', 'D. 24,108']",,"D. 24,108","Câu hỏi: Hai mươi bốn đơn vị, một phần mười, tám phần trăm được viết là:. Các phương án: ['A. 2,4108', 'B. 2410,8', 'C. 241,8', 'D. 24,108']. Giải thích: nan. Đáp án: D. 24,108","en: Twenty - four units, half - of - ten, eight - percent are written as:"
577,"Hai mươi bốn đơn vị, một phần mười, tám phần trăm được viết là:","['A. 24108', 'B. 24,18', 'C. 241,8', 'D. 24,108']","Hai mươi bốn đơn vị, một phần mười, tám phần trăm được viết là: 24,18","B. 24,18","Câu hỏi: Hai mươi bốn đơn vị, một phần mười, tám phần trăm được viết là:. Các phương án: ['A. 24108', 'B. 24,18', 'C. 241,8', 'D. 24,108']. Giải thích: Hai mươi bốn đơn vị, một phần mười, tám phần trăm được viết là: 24,18. Đáp án: B. 24,18","en: Twenty - four units, half - of - ten, eight - percent are written as:"
578,Hai nhóm người cần mua nền nhà. Nhóm thứ nhất có 2 người và họ muốn mua 2 nền kề nhau. Nhóm thứ hai có 3 người và họ muốn mua 3 nền kề nhau. Họ tìm được một lô đất chia thành 7 nền đang rao bán. Tính số cách chọn nền của mỗi người sao cho thỏa yêu cầu trên.,"['A. 144', 'B. 125', 'C. 140', 'D. 132']",,A. 144,"Câu hỏi: Hai nhóm người cần mua nền nhà. Nhóm thứ nhất có 2 người và họ muốn mua 2 nền kề nhau. Nhóm thứ hai có 3 người và họ muốn mua 3 nền kề nhau. Họ tìm được một lô đất chia thành 7 nền đang rao bán. Tính số cách chọn nền của mỗi người sao cho thỏa yêu cầu trên.. Các phương án: ['A. 144', 'B. 125', 'C. 140', 'D. 132']. Giải thích: nan. Đáp án: A. 144",en: Two groups of people need to buy the floor. The first group has two people and they want to buy two adjacent floors. The second group has three people and they want to buy three adjacent floors. They find a land lot divided into seven floors on sale. Count the number of choices each person can make to meet the requirements.
579,"Hai ô tô A và B chở một lượng hàng. Xe ô tô A chở 7 tấn 6kg hàng, xe ô tô B chở được 7 tấn hàng. Hỏi trong hai ô tô, xe nào chở được lượng hàng nhiều hơn?","['A. Xe A', 'B. Xe B', 'C. Cả hai xe đi quãng đường bằng nhau']",,A. Xe A,"Câu hỏi: Hai ô tô A và B chở một lượng hàng. Xe ô tô A chở 7 tấn 6kg hàng, xe ô tô B chở được 7 tấn hàng. Hỏi trong hai ô tô, xe nào chở được lượng hàng nhiều hơn?. Các phương án: ['A. Xe A', 'B. Xe B', 'C. Cả hai xe đi quãng đường bằng nhau']. Giải thích: nan. Đáp án: A. Xe A","en: Cars A and B carry a certain amount of cargo. Car A carries 7 tons and 6 kg of cargo, and car B carries 7 tons of cargo. Which of the two cars carries more cargo?"
